Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
6397,32,Si,5,Prioridad Media,Organico
6398,32,Si,3,Prioridad Baja,AdWords
6399,32,Si,13,Prioridad Alta,Facebook
6400,32,No,,Prioridad Alta,Organico
6401,32,Si,2,Prioridad Alta,Organico
6402,32,No,,Prioridad Media,Instagram
6403,32,Si,7,Prioridad Alta,AdWords
6404,32,Si,9,Prioridad Alta,Organico
6405,32,Si,3,Prioridad Alta,Organico
6406,32,No,,Prioridad Baja,AdWords
6407,32,No,,Prioridad Media,Instagram
6408,32,Si,1,Prioridad Media,Instagram
6409,32,Si,3,Prioridad Alta,AdWords
6410,32,Si,1,Prioridad Baja,Organico
6411,32,No,,Prioridad Media,Organico
6412,32,Si,19,Prioridad Alta,AdWords
6413,32,No,,Prioridad Alta,Organico
6414,32,No,,Prioridad Media,Organico
6415,32,No,,Prioridad Alta,Instagram
6416,32,No,,Prioridad Baja,Instagram
6417,32,Si,5,Prioridad Media,Instagram
6418,32,Si,7,Prioridad Alta,Instagram
6419,32,Si,4,Prioridad Alta,Organico
6420,32,Si,12,Prioridad Baja,Organico
6421,32,No,,Prioridad Media,AdWords
6422,32,No,,Prioridad Baja,AdWords
6423,32,Si,10,Prioridad Alta,Organico
6424,32,Si,10,Prioridad Alta,Organico
6425,32,Si,2,Prioridad Alta,Instagram
6426,32,Si,2,Prioridad Alta,AdWords
6427,32,No,,Prioridad Baja,Facebook
6428,32,No,,Prioridad Baja,Instagram
6429,32,No,,Prioridad Baja,Instagram
6430,32,No,,Prioridad Baja,Organico
6431,32,No,,Prioridad Baja,Instagram
6432,32,Si,4,Prioridad Alta,Instagram
6433,32,Si,5,Prioridad Alta,AdWords
6434,32,No,,Prioridad Baja,Organico
6435,32,Si,10,Prioridad Alta,Organico
6436,32,Si,7,Prioridad Baja,Instagram
6437,32,No,,Prioridad Alta,AdWords
6438,32,Si,5,Prioridad Alta,Organico
6439,32,No,,Prioridad Media,Organico
6440,32,No,,Prioridad Media,Instagram
6441,32,No,,Prioridad Alta,Instagram
6442,32,Si,4,Prioridad Alta,Instagram
6443,32,Si,2,Prioridad Alta,Facebook
6444,32,No,,Prioridad Baja,AdWords
6445,32,Si,16,Prioridad Alta,Organico
6446,32,No,,Prioridad Baja,Organico
6447,32,Si,2,Prioridad Media,Instagram
6448,32,Si,19,Prioridad Media,AdWords
6449,32,Si,14,Prioridad Alta,AdWords
6450,33,No,,Prioridad Media,AdWords
6451,33,Si,11,Prioridad Media,AdWords
6452,33,Si,1,Prioridad Alta,Instagram
6453,33,No,,Prioridad Media,Instagram
6454,33,Si,3,Prioridad Alta,Facebook
6455,33,Si,3,Prioridad Alta,AdWords
6456,33,No,,Prioridad Media,Organico
6457,33,Si,17,Prioridad Alta,AdWords
6458,33,No,,Prioridad Alta,Organico
6459,33,Si,16,Prioridad Alta,AdWords
6460,33,No,,Prioridad Alta,AdWords
6461,33,Si,7,Prioridad Alta,Instagram
6462,33,Si,6,Prioridad Alta,Instagram
6463,33,No,,Prioridad Alta,Organico
6464,33,Si,1,Prioridad Alta,Instagram
6465,33,Si,3,Prioridad Alta,Organico
6466,33,No,,Prioridad Baja,Instagram
6467,33,Si,1,Prioridad Baja,Instagram
6468,33,Si,2,Prioridad Alta,Facebook
6469,33,Si,2,Prioridad Alta,Instagram
6470,33,No,,Prioridad Alta,AdWords
6471,33,No,,Prioridad Baja,Organico
6472,33,No,,Prioridad Baja,AdWords
6473,33,Si,2,Prioridad Baja,Organico
6474,33,No,,Prioridad Media,Instagram
6475,33,No,,Prioridad Baja,AdWords
6476,33,No,,Prioridad Media,Facebook
6477,33,No,,Prioridad Media,Instagram
6478,33,Si,18,Prioridad Alta,Instagram
6479,33,Si,3,Prioridad Alta,Facebook
6480,33,No,,Prioridad Baja,Instagram
6481,33,Si,2,Prioridad Alta,Instagram
6482,33,Si,3,Prioridad Baja,Instagram
6483,33,No,,Prioridad Baja,AdWords
6484,33,No,,Prioridad Alta,Instagram
6485,33,Si,21,Prioridad Alta,Instagram
6486,33,No,,Prioridad Baja,Facebook
6487,33,Si,11,Prioridad Alta,Organico
6488,33,Si,1,Prioridad Media,Organico
6489,33,No,,Prioridad Media,Facebook
6490,33,Si,2,Prioridad Media,Organico
6491,33,No,,Prioridad Baja,Instagram
6492,33,No,,Prioridad Media,Instagram
6493,33,No,,Prioridad Baja,Instagram
6494,33,No,,Prioridad Media,Organico
6495,33,No,,Prioridad Media,Instagram
6496,33,No,,Prioridad Media,AdWords
6497,33,No,,Prioridad Baja,Instagram
6498,33,Si,21,Prioridad Alta,Organico
6499,33,No,,Prioridad Media,AdWords
6500,33,No,,Prioridad Baja,Instagram
6501,33,No,,Prioridad Alta,Organico
6502,33,No,,Prioridad Alta,Instagram
6503,33,Si,3,Prioridad Alta,Organico
6504,33,Si,6,Prioridad Media,Organico
6505,33,Si,10,Prioridad Alta,Organico
6506,33,Si,4,Prioridad Alta,Organico
6507,33,Si,7,Prioridad Alta,Organico
6508,33,No,,Prioridad Baja,AdWords
6509,33,No,,Prioridad Alta,Instagram
6510,33,No,,Prioridad Media,Instagram
6511,33,No,,Prioridad Alta,AdWords
6512,33,Si,18,Prioridad Alta,Organico
6513,33,No,,Prioridad Baja,Instagram
6514,33,No,,Prioridad Media,Organico
6515,33,No,,Prioridad Baja,Instagram
6516,33,No,,Prioridad Media,Facebook
6517,33,Si,6,Prioridad Alta,Facebook
6518,33,No,,Prioridad Alta,Organico
6519,33,No,,Prioridad Alta,Instagram
6520,33,Si,19,Prioridad Media,Organico
6521,33,No,,Prioridad Media,Organico
6522,33,Si,7,Prioridad Alta,Facebook
6523,33,Si,7,Prioridad Media,Organico
6524,33,Si,10,Prioridad Baja,Organico
6525,33,No,,Prioridad Baja,AdWords
6526,33,No,,Prioridad Baja,AdWords
6527,33,No,,Prioridad Alta,Organico
6528,33,Si,10,Prioridad Baja,Organico
6529,33,No,,Prioridad Baja,AdWords
6530,33,Si,2,Prioridad Alta,Instagram
6531,33,Si,1,Prioridad Alta,Instagram
6532,33,No,,Prioridad Alta,Organico
6533,33,No,,Prioridad Media,Instagram
6534,33,Si,4,Prioridad Alta,Instagram
6535,33,No,,Prioridad Media,Organico
6536,33,No,,Prioridad Alta,Instagram
6537,33,No,,Prioridad Alta,Instagram
6538,33,Si,4,Prioridad Alta,Instagram
6539,33,No,,Prioridad Alta,Organico
6540,33,No,,Prioridad Baja,Instagram
6541,33,Si,6,Prioridad Alta,Organico
6542,33,Si,11,Prioridad Baja,Instagram
6543,33,Si,2,Prioridad Alta,Facebook
6544,33,Si,2,Prioridad Alta,AdWords
6545,33,No,,Prioridad Baja,Instagram
6546,33,No,,Prioridad Media,Instagram
6547,33,No,,Prioridad Baja,AdWords
6548,33,Si,20,Prioridad Alta,Organico
6549,33,Si,18,Prioridad Alta,AdWords
6550,33,No,,Prioridad Media,Facebook
6551,33,No,,Prioridad Baja,Instagram
6552,33,Si,3,Prioridad Alta,AdWords
6553,33,No,,Prioridad Baja,Facebook
6554,33,Si,10,Prioridad Media,Instagram
6555,33,No,,Prioridad Media,AdWords
6556,33,Si,7,Prioridad Alta,Instagram
6557,33,Si,7,Prioridad Alta,Organico
6558,33,No,,Prioridad Media,Organico
6559,33,Si,5,Prioridad Media,AdWords
6560,33,Si,18,Prioridad Alta,Instagram
6561,33,Si,2,Prioridad Alta,Facebook
6562,33,Si,20,Prioridad Alta,Organico
6563,33,Si,15,Prioridad Alta,AdWords
6564,33,No,,Prioridad Baja,Instagram
6565,33,Si,6,Prioridad Baja,Instagram
6566,33,No,,Prioridad Alta,Instagram
6567,33,No,,Prioridad Alta,Organico
6568,33,No,,Prioridad Alta,Organico
6569,33,Si,17,Prioridad Alta,Organico
6570,33,No,,Prioridad Alta,Instagram
6571,33,Si,3,Prioridad Alta,Instagram
6572,33,No,,Prioridad Baja,Instagram
6573,33,Si,7,Prioridad Media,Instagram
6574,33,Si,19,Prioridad Alta,Instagram
6575,33,No,,Prioridad Media,AdWords
6576,33,No,,Prioridad Alta,Organico
6577,33,Si,7,Prioridad Alta,Instagram
6578,33,Si,15,Prioridad Baja,Organico
6579,33,No,,Prioridad Baja,Organico
6580,33,No,,Prioridad Alta,Instagram
6581,33,Si,4,Prioridad Media,Instagram
6582,33,Si,5,Prioridad Alta,Instagram
6583,33,Si,11,Prioridad Alta,Instagram
6584,33,No,,Prioridad Media,AdWords
6585,33,No,,Prioridad Baja,Organico
6586,33,Si,6,Prioridad Alta,Organico
6587,33,Si,14,Prioridad Media,Instagram
6588,33,No,,Prioridad Media,Organico
6589,33,No,,Prioridad Media,Instagram
6590,33,Si,1,Prioridad Baja,Facebook
6591,33,No,,Prioridad Baja,AdWords
6592,33,No,,Prioridad Media,AdWords
6593,33,No,,Prioridad Baja,AdWords
6594,33,No,,Prioridad Baja,Instagram
6595,33,Si,13,Prioridad Alta,Facebook
6596,33,No,,Prioridad Baja,Instagram
6597,33,No,,Prioridad Alta,AdWords
6598,33,Si,7,Prioridad Alta,Organico
6599,33,Si,4,Prioridad Alta,Instagram
6600,33,Si,4,Prioridad Alta,Organico
6601,33,No,,Prioridad Baja,Organico
6602,33,No,,Prioridad Alta,Instagram
6603,33,Si,3,Prioridad Alta,Instagram
6604,33,Si,1,Prioridad Alta,Organico
6605,33,Si,20,Prioridad Baja,Instagram
6606,33,No,,Prioridad Media,AdWords
6607,33,No,,Prioridad Baja,Facebook
6608,33,No,,Prioridad Alta,Instagram
6609,33,No,,Prioridad Media,AdWords
6610,33,No,,Prioridad Baja,AdWords
6611,33,Si,1,Prioridad Alta,Instagram
6612,33,Si,8,Prioridad Alta,Instagram
6613,33,Si,11,Prioridad Media,Organico
6614,33,Si,7,Prioridad Alta,Instagram
6615,33,No,,Prioridad Media,Instagram
6616,33,Si,13,Prioridad Alta,AdWords
6617,33,No,,Prioridad Alta,AdWords
6618,33,Si,2,Prioridad Alta,AdWords
6619,33,Si,2,Prioridad Alta,AdWords
6620,33,Si,3,Prioridad Alta,AdWords
6621,33,Si,3,Prioridad Alta,AdWords
6622,33,Si,19,Prioridad Alta,AdWords
6623,33,No,,Prioridad Media,Instagram
6624,33,No,,Prioridad Baja,Instagram
6625,33,No,,Prioridad Alta,Instagram
6626,33,No,,Prioridad Baja,Instagram
6627,33,Si,13,Prioridad Alta,AdWords
6628,33,Si,4,Prioridad Alta,Facebook
6629,33,Si,3,Prioridad Alta,Facebook
6630,33,Si,6,Prioridad Alta,Organico
6631,33,Si,14,Prioridad Alta,Instagram
6632,33,Si,5,Prioridad Alta,Instagram
6633,33,Si,17,Prioridad Alta,Organico
6634,33,No,,Prioridad Media,Instagram
6635,33,No,,Prioridad Alta,AdWords
6636,33,Si,7,Prioridad Alta,AdWords
6637,33,No,,Prioridad Media,Organico
6638,33,No,,Prioridad Alta,Instagram
6639,33,No,,Prioridad Media,Instagram
6640,33,Si,12,Prioridad Media,AdWords
6641,33,No,,Prioridad Baja,AdWords
6642,33,No,,Prioridad Baja,Instagram
6643,33,Si,13,Prioridad Alta,Organico
6644,33,No,,Prioridad Media,AdWords
6645,33,No,,Prioridad Baja,Instagram
6646,33,No,,Prioridad Baja,AdWords
6647,33,Si,14,Prioridad Alta,AdWords
6648,33,Si,4,Prioridad Media,AdWords
6649,33,Si,7,Prioridad Alta,Organico
6650,33,No,,Prioridad Baja,AdWords
6651,33,No,,Prioridad Media,Organico
6652,33,Si,18,Prioridad Alta,Facebook
6653,33,No,,Prioridad Media,Instagram
6654,33,Si,3,Prioridad Alta,Facebook
6655,33,No,,Prioridad Baja,AdWords
6656,33,Si,5,Prioridad Alta,AdWords
6657,33,No,,Prioridad Baja,Organico
6658,33,No,,Prioridad Baja,AdWords
6659,33,Si,3,Prioridad Alta,Instagram
6660,33,No,,Prioridad Alta,Organico
6661,33,No,,Prioridad Alta,Organico
6662,33,No,,Prioridad Media,Organico
6663,33,No,,Prioridad Baja,AdWords
6664,33,Si,8,Prioridad Media,AdWords
6665,33,Si,2,Prioridad Alta,Organico
6666,33,Si,3,Prioridad Alta,Instagram
6667,33,Si,3,Prioridad Alta,Instagram
6668,33,Si,6,Prioridad Alta,Organico
6669,33,Si,6,Prioridad Alta,AdWords
6670,33,Si,5,Prioridad Baja,Instagram
6671,33,Si,3,Prioridad Alta,AdWords
6672,33,Si,11,Prioridad Alta,Facebook
6673,33,No,,Prioridad Alta,Facebook
6674,33,Si,5,Prioridad Media,Instagram
6675,33,Si,7,Prioridad Alta,Instagram
6676,33,No,,Prioridad Alta,Facebook
6677,33,Si,12,Prioridad Alta,Organico
6678,33,Si,16,Prioridad Baja,AdWords
6679,33,Si,16,Prioridad Alta,Organico
6680,33,Si,3,Prioridad Baja,Organico
6681,33,No,,Prioridad Media,Instagram
6682,33,Si,15,Prioridad Alta,AdWords
6683,33,No,,Prioridad Baja,Facebook
6684,33,Si,15,Prioridad Baja,Organico
6685,33,Si,6,Prioridad Alta,AdWords
6686,33,No,,Prioridad Baja,Instagram
6687,33,No,,Prioridad Media,Facebook
6688,33,Si,11,Prioridad Alta,Facebook
6689,33,No,,Prioridad Media,Instagram
6690,33,Si,8,Prioridad Alta,AdWords
6691,33,Si,4,Prioridad Alta,Instagram
6692,33,No,,Prioridad Media,Instagram
6693,33,Si,7,Prioridad Media,Facebook
6694,33,No,,Prioridad Baja,AdWords
6695,33,No,,Prioridad Baja,Instagram
6696,33,No,,Prioridad Alta,AdWords
6697,33,Si,1,Prioridad Alta,Organico
6698,33,Si,6,Prioridad Media,AdWords
6699,33,No,,Prioridad Alta,AdWords
6700,33,Si,7,Prioridad Baja,Facebook
6701,33,No,,Prioridad Baja,Organico
6702,33,Si,7,Prioridad Alta,AdWords
6703,33,No,,Prioridad Baja,Instagram
6704,33,No,,Prioridad Media,AdWords
6705,33,Si,1,Prioridad Alta,Facebook
6706,33,Si,4,Prioridad Media,Organico
6707,33,Si,16,Prioridad Alta,Organico
6708,33,Si,3,Prioridad Alta,Organico
6709,33,Si,4,Prioridad Alta,Organico
6710,33,Si,3,Prioridad Alta,Organico
6711,33,No,,Prioridad Alta,Organico
6712,33,No,,Prioridad Alta,Organico
6713,33,No,,Prioridad Alta,Organico
6714,33,No,,Prioridad Alta,Organico
6715,33,No,,Prioridad Alta,Organico
6716,33,No,,Prioridad Alta,Organico
6717,33,No,,Prioridad Alta,Organico
6718,33,No,,Prioridad Alta,Organico
6719,34,Si,7,Prioridad Alta,Instagram
6720,34,No,,Prioridad Alta,AdWords
6721,34,Si,5,Prioridad Alta,AdWords
6722,34,Si,6,Prioridad Alta,Organico
6723,34,Si,7,Prioridad Alta,Organico
6724,34,No,,Prioridad Media,Organico
6725,34,No,,Prioridad Baja,Instagram
6726,34,No,,Prioridad Media,Instagram
6727,34,Si,1,Prioridad Alta,AdWords
6728,34,No,,Prioridad Baja,Organico
6729,34,Si,5,Prioridad Alta,Organico
6730,34,No,,Prioridad Baja,Organico
6731,34,Si,5,Prioridad Media,Instagram
6732,34,No,,Prioridad Alta,AdWords
6733,34,No,,Prioridad Baja,AdWords
6734,34,No,,Prioridad Baja,AdWords
6735,34,No,,Prioridad Media,AdWords
6736,34,Si,2,Prioridad Alta,Organico
6737,34,No,,Prioridad Alta,Instagram
6738,34,No,,Prioridad Alta,AdWords
6739,34,No,,Prioridad Baja,AdWords
6740,34,No,,Prioridad Media,Instagram
6741,34,No,,Prioridad Baja,Organico
6742,34,Si,18,Prioridad Alta,Organico
6743,34,No,,Prioridad Alta,AdWords
6744,34,No,,Prioridad Alta,Instagram
6745,34,No,,Prioridad Media,AdWords
6746,34,No,,Prioridad Baja,Instagram
6747,34,No,,Prioridad Alta,Facebook
6748,34,No,,Prioridad Baja,Instagram
6749,34,Si,2,Prioridad Media,AdWords
6750,34,No,,Prioridad Baja,Organico
6751,34,Si,11,Prioridad Alta,AdWords
6752,34,Si,12,Prioridad Media,Facebook
6753,34,Si,8,Prioridad Alta,Organico
6754,34,Si,13,Prioridad Alta,AdWords
6755,34,No,,Prioridad Baja,Organico
6756,34,No,,Prioridad Alta,Organico
6757,34,Si,3,Prioridad Alta,Organico
6758,34,Si,20,Prioridad Alta,Organico
6759,34,No,,Prioridad Media,Organico
6760,34,No,,Prioridad Alta,AdWords
6761,34,Si,3,Prioridad Alta,AdWords
6762,34,Si,4,Prioridad Media,AdWords
6763,34,No,,Prioridad Media,AdWords
6764,34,Si,6,Prioridad Media,Organico
6765,34,No,,Prioridad Baja,Organico
6766,34,No,,Prioridad Baja,AdWords
6767,34,No,,Prioridad Media,AdWords
6768,34,No,,Prioridad Media,Instagram
6769,34,No,,Prioridad Alta,AdWords
6770,34,No,,Prioridad Media,Facebook
6771,34,No,,Prioridad Baja,AdWords
6772,34,Si,18,Prioridad Alta,Organico
6773,34,Si,11,Prioridad Alta,Organico
6774,34,No,,Prioridad Media,Instagram
6775,34,Si,5,Prioridad Alta,Organico
6776,34,No,,Prioridad Alta,Instagram
6777,34,No,,Prioridad Baja,Instagram
6778,34,No,,Prioridad Baja,Instagram
6779,34,No,,Prioridad Baja,Instagram
6780,34,No,,Prioridad Baja,AdWords
6781,34,No,,Prioridad Baja,Instagram
6782,34,Si,21,Prioridad Alta,Instagram
6783,34,No,,Prioridad Media,AdWords
6784,34,No,,Prioridad Baja,Instagram
6785,34,Si,2,Prioridad Alta,Instagram
6786,34,No,,Prioridad Alta,Instagram
6787,34,No,,Prioridad Media,Instagram
6788,34,No,,Prioridad Baja,AdWords
6789,34,No,,Prioridad Media,AdWords
6790,34,No,,Prioridad Media,AdWords
6791,34,No,,Prioridad Alta,Organico
6792,34,No,,Prioridad Media,AdWords
6793,34,No,,Prioridad Media,AdWords
6794,34,No,,Prioridad Baja,AdWords
6795,34,No,,Prioridad Media,AdWords
6796,34,No,,Prioridad Media,Organico
6797,34,Si,7,Prioridad Media,Organico
6798,34,Si,2,Prioridad Alta,Organico
6799,34,Si,6,Prioridad Alta,Instagram
6800,34,No,,Prioridad Baja,Organico
6801,34,Si,3,Prioridad Alta,Organico
6802,34,No,,Prioridad Media,Facebook
6803,34,No,,Prioridad Media,Instagram
6804,34,Si,3,Prioridad Alta,Facebook
6805,34,No,,Prioridad Baja,AdWords
6806,34,No,,Prioridad Media,Instagram
6807,34,Si,7,Prioridad Alta,Facebook
6808,34,No,,Prioridad Media,AdWords
6809,34,No,,Prioridad Baja,Instagram
6810,34,No,,Prioridad Baja,Organico
6811,34,No,,Prioridad Media,Organico
6812,34,Si,3,Prioridad Alta,Instagram
6813,34,No,,Prioridad Baja,Organico
6814,34,Si,8,Prioridad Alta,Instagram
6815,34,No,,Prioridad Baja,Organico
6816,34,No,,Prioridad Media,AdWords
6817,34,No,,Prioridad Baja,Organico
6818,34,No,,Prioridad Media,Organico
6819,34,No,,Prioridad Media,Instagram
6820,34,Si,15,Prioridad Baja,Organico
6821,34,Si,6,Prioridad Alta,Instagram
6822,34,No,,Prioridad Media,Instagram
6823,34,Si,2,Prioridad Media,Facebook
6824,34,Si,4,Prioridad Media,Facebook
6825,34,Si,5,Prioridad Media,Facebook
6826,34,Si,1,Prioridad Alta,Organico
6827,34,Si,3,Prioridad Baja,Organico
6828,34,Si,21,Prioridad Alta,Instagram
6829,34,No,,Prioridad Baja,Instagram
6830,34,No,,Prioridad Baja,Organico
6831,34,Si,6,Prioridad Alta,Organico
6832,34,Si,1,Prioridad Alta,Organico
6833,34,Si,4,Prioridad Alta,Organico
6834,34,Si,4,Prioridad Alta,Instagram
6835,34,No,,Prioridad Media,Instagram
6836,34,No,,Prioridad Alta,Instagram
6837,34,No,,Prioridad Baja,AdWords
6838,34,Si,1,Prioridad Alta,Organico
6839,34,Si,7,Prioridad Alta,AdWords
6840,34,No,,Prioridad Baja,Organico
6841,34,Si,7,Prioridad Baja,Instagram
6842,34,No,,Prioridad Baja,Instagram
6843,34,Si,5,Prioridad Alta,Organico
6844,34,Si,5,Prioridad Alta,Organico
6845,34,Si,3,Prioridad Alta,Facebook
6846,34,Si,6,Prioridad Alta,Organico
6847,34,No,,Prioridad Baja,Facebook
6848,34,Si,18,Prioridad Media,Organico
6849,34,No,,Prioridad Media,AdWords
6850,34,Si,13,Prioridad Alta,Organico
6851,34,Si,2,Prioridad Baja,AdWords
6852,34,Si,12,Prioridad Baja,Organico
6853,34,Si,1,Prioridad Alta,AdWords
6854,34,Si,19,Prioridad Alta,Instagram
6855,34,Si,3,Prioridad Alta,Instagram
6856,34,Si,1,Prioridad Alta,Instagram
6857,34,No,,Prioridad Alta,Organico
6858,34,No,,Prioridad Alta,Organico
6859,34,Si,7,Prioridad Alta,Organico
6860,34,No,,Prioridad Media,Instagram
6861,34,No,,Prioridad Baja,Organico
6862,34,No,,Prioridad Baja,Organico
6863,34,Si,2,Prioridad Alta,Organico
6864,34,Si,6,Prioridad Alta,Instagram
6865,34,Si,16,Prioridad Alta,AdWords
6866,34,No,,Prioridad Media,AdWords
6867,34,Si,3,Prioridad Alta,AdWords
6868,34,Si,4,Prioridad Alta,Instagram
6869,34,Si,6,Prioridad Alta,Instagram
6870,34,Si,3,Prioridad Alta,AdWords
6871,34,No,,Prioridad Alta,Organico
6872,34,No,,Prioridad Alta,Instagram
6873,34,Si,2,Prioridad Media,Instagram
6874,34,No,,Prioridad Alta,Instagram
6875,34,Si,7,Prioridad Alta,Instagram
6876,34,No,,Prioridad Media,Organico
6877,34,Si,1,Prioridad Media,Organico
6878,34,Si,2,Prioridad Alta,Organico
6879,34,Si,5,Prioridad Media,Instagram
6880,34,No,,Prioridad Media,Instagram
6881,34,No,,Prioridad Alta,Instagram
6882,34,Si,15,Prioridad Alta,Instagram
6883,34,No,,Prioridad Media,Organico
6884,34,No,,Prioridad Alta,Instagram
6885,34,No,,Prioridad Media,Organico
6886,34,Si,7,Prioridad Alta,AdWords
6887,34,Si,19,Prioridad Alta,AdWords
6888,34,Si,2,Prioridad Media,Organico
6889,34,Si,3,Prioridad Alta,Organico
6890,34,Si,6,Prioridad Alta,Facebook
6891,34,No,,Prioridad Alta,Organico
6892,34,No,,Prioridad Baja,AdWords
6893,34,Si,13,Prioridad Alta,Instagram
6894,34,Si,20,Prioridad Media,AdWords
6895,34,No,,Prioridad Media,Instagram
6896,34,Si,15,Prioridad Media,Instagram
6897,34,No,,Prioridad Alta,Instagram
6898,34,No,,Prioridad Media,AdWords
6899,34,No,,Prioridad Baja,Instagram
6900,34,Si,20,Prioridad Alta,Instagram
6901,34,Si,3,Prioridad Alta,AdWords
6902,34,Si,19,Prioridad Baja,Instagram
6903,34,No,,Prioridad Baja,Instagram
6904,34,No,,Prioridad Media,Facebook
6905,34,Si,10,Prioridad Alta,Organico
6906,34,No,,Prioridad Baja,AdWords
6907,34,Si,17,Prioridad Alta,Instagram
6908,34,No,,Prioridad Baja,Organico
6909,34,Si,17,Prioridad Baja,Organico
6910,34,Si,19,Prioridad Alta,AdWords
6911,34,No,,Prioridad Alta,Instagram
6912,34,No,,Prioridad Baja,Facebook
6913,34,Si,19,Prioridad Alta,Facebook
6914,34,Si,4,Prioridad Alta,Organico
6915,34,Si,4,Prioridad Alta,Organico
6916,34,No,,Prioridad Media,Instagram
6917,34,Si,5,Prioridad Alta,Facebook
6918,34,Si,3,Prioridad Media,AdWords
6919,34,No,,Prioridad Alta,Facebook
6920,34,Si,2,Prioridad Alta,AdWords
6921,34,Si,1,Prioridad Alta,Organico
6922,34,No,,Prioridad Alta,Organico
6923,34,No,,Prioridad Alta,Organico
6924,34,Si,9,Prioridad Alta,Instagram
6925,34,No,,Prioridad Alta,Instagram
6926,34,No,,Prioridad Baja,Organico
6927,34,No,,Prioridad Media,Organico
6928,34,No,,Prioridad Media,AdWords
6929,34,No,,Prioridad Media,AdWords
6930,34,No,,Prioridad Alta,Facebook
6931,34,No,,Prioridad Media,Instagram
6932,34,Si,4,Prioridad Alta,Facebook
6933,34,No,,Prioridad Baja,Organico
6934,34,Si,5,Prioridad Media,Instagram
6935,34,Si,21,Prioridad Alta,Organico
6936,34,No,,Prioridad Media,Instagram
6937,34,Si,10,Prioridad Alta,Instagram
6938,34,No,,Prioridad Alta,AdWords
6939,34,Si,5,Prioridad Alta,Organico
6940,34,Si,6,Prioridad Alta,AdWords
6941,34,No,,Prioridad Alta,Organico
6942,34,Si,10,Prioridad Baja,Instagram
6943,34,No,,Prioridad Baja,AdWords
6944,34,Si,4,Prioridad Alta,Organico
6945,34,No,,Prioridad Alta,AdWords
6946,34,Si,13,Prioridad Alta,Facebook
6947,34,Si,3,Prioridad Alta,Organico
6948,34,Si,15,Prioridad Alta,Organico
6949,34,Si,3,Prioridad Baja,AdWords
6950,34,Si,7,Prioridad Alta,Instagram
6951,34,Si,14,Prioridad Alta,Instagram
6952,34,Si,7,Prioridad Alta,Organico
6953,34,No,,Prioridad Baja,Instagram
6954,34,No,,Prioridad Alta,Facebook
6955,34,Si,8,Prioridad Alta,Facebook
6956,34,No,,Prioridad Media,Facebook
6957,34,No,,Prioridad Media,Organico
6958,34,Si,2,Prioridad Alta,Instagram
6959,34,Si,4,Prioridad Alta,Organico
6960,34,Si,1,Prioridad Alta,AdWords
6961,34,Si,6,Prioridad Alta,AdWords
6962,34,Si,5,Prioridad Baja,AdWords
6963,34,Si,2,Prioridad Media,Organico
6964,34,Si,5,Prioridad Alta,Instagram
6965,34,Si,10,Prioridad Alta,Instagram
6966,34,Si,20,Prioridad Alta,Organico
6967,34,No,,Prioridad Baja,Organico
6968,34,Si,17,Prioridad Alta,AdWords
6969,34,Si,4,Prioridad Media,Instagram
6970,34,No,,Prioridad Alta,Organico
6971,34,Si,9,Prioridad Alta,AdWords
6972,34,Si,1,Prioridad Media,Facebook
6973,34,No,,Prioridad Alta,AdWords
6974,34,No,,Prioridad Media,AdWords
6975,34,No,,Prioridad Alta,Organico
6976,34,No,,Prioridad Alta,AdWords
6977,34,No,,Prioridad Baja,Organico
6978,34,Si,18,Prioridad Alta,AdWords
6979,34,Si,5,Prioridad Alta,Instagram
6980,34,No,,Prioridad Media,Facebook
6981,34,Si,3,Prioridad Alta,Organico
6982,34,No,,Prioridad Media,AdWords
6983,34,Si,7,Prioridad Alta,Instagram
6984,34,No,,Prioridad Alta,AdWords
6985,34,Si,17,Prioridad Alta,Instagram
6986,34,Si,7,Prioridad Alta,AdWords
6987,34,No,,Prioridad Media,Organico
6988,34,No,,Prioridad Baja,Instagram
6989,34,No,,Prioridad Alta,Instagram
6990,34,Si,11,Prioridad Alta,Instagram
6991,34,No,,Prioridad Alta,Instagram
6992,34,No,,Prioridad Media,Organico
6993,34,Si,6,Prioridad Alta,Organico
6994,34,Si,2,Prioridad Alta,Facebook
6995,34,Si,5,Prioridad Alta,Facebook
6996,34,Si,7,Prioridad Alta,Facebook
6997,35,No,,Prioridad Baja,Instagram
6998,35,Si,3,Prioridad Alta,Organico
6999,35,No,,Prioridad Media,AdWords
7000,35,No,,Prioridad Media,Facebook
7001,35,Si,4,Prioridad Alta,Facebook
7002,35,Si,4,Prioridad Alta,Instagram
7003,35,No,,Prioridad Baja,Instagram
7004,35,Si,3,Prioridad Alta,AdWords
7005,35,No,,Prioridad Alta,Instagram
7006,35,Si,2,Prioridad Alta,Organico
7007,35,Si,3,Prioridad Alta,Organico
7008,35,Si,4,Prioridad Media,Instagram
7009,35,No,,Prioridad Baja,Facebook
7010,35,Si,3,Prioridad Alta,Organico
7011,35,No,,Prioridad Alta,Instagram
7012,35,Si,6,Prioridad Alta,AdWords
7013,35,No,,Prioridad Media,Instagram
7014,35,No,,Prioridad Media,Organico
7015,35,Si,1,Prioridad Alta,Instagram
7016,35,No,,Prioridad Media,Instagram
7017,35,Si,6,Prioridad Alta,AdWords
7018,35,No,,Prioridad Alta,AdWords
